AP2;COUNTRY;COMMENT_TEXT;SENTIMENT
SEDA;BR     ;Chegou antes do prazo previsto. Excelente aparelho! Vale a pena!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;POSITIVO
SEDA;BR     ;Aparelho excelente,  câmera perfeita tira fotos lindas, principalmente de dia, qualidade perfeita, gráfico para jogos roda super bem, roda no melhor gráfico sem travamentos, roda após sem travamento, bateria, bom... se for para usuário tradicional dura até mais que um dia,  mas para jogos, é quem fica antenado o dia todo, a duração é de um dia pra menos, mas isso depende de cada usuário. E o leitor por ser atrás é perfeito. Muito melhor que leitor de impressão na tela. Super recomendo.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;POSITIVO
SEDA;BR     ;Meu principal objetivo com este aparelho era a necessidade de tirar boas fotos.  Estou contente com os recursos e resultado final.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;POSITIVO
SEDA;BR     ;Celular entrega muito bem tudo que você precisa. Compacto, tela grande, rápido, qualidade reconhecida Apple. Sou fã da franquia. De contra só o preço.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;POSITIVO
SEDA;BR     ;Melhor impossível                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;POSITIVO
SEDA;BR     ;Pra quem quer ele pra uso básico ele oferece um bom desempenho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;POSITIVO
SEDA;BR     ;Prefeito veio no prazo estimado e em ótima qualidade                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;POSITIVO
SEDA;BR     ;O IPhone é ótimo, veio muito antes do prazo estipulado da entrega, até fiquei surpreso com isso !! o celular até agora esta funcionando perfeitamente !!!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;POSITIVO
SEDA;BR     ;Adorei o celular. É as casas Bahia tá de parabéns com a facilidade de comprar pelo site e retirar na loja . Adorei !                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;POSITIVO
SEDA;BR     ;Adorei o aparelho aparelho muito bom ,mais o atendimento da loja não gostei ,muita falta de informação, muita mentira .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;POSITIVO
SEDA;BR     ;Não tem um único defeito. É impecável!!!! Bateria perfeita, câmera perfeita. Melhor investimento!!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;POSITIVO
SEDA;BR     ;Top demias                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;POSITIVO
SEDA;BR     ;Muito bom , e o preço ótimo. .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;POSITIVO
SEDA;BR     ;Gostei desse produto, atende minhas necessidades e recomendo pra quem não gosta de celular grande, ele cabe na palma da mão, tem uma câmera boa, demora pra descarregar e carrega bem rápido.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;POSITIVO
SEDA;BR     ;Smartphone samsung a01 é excelente                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;POSITIVO
SEDA;BR     ;Muito bom custo benefício, pelo preço valeu apena.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;POSITIVO
SEDA;BR     ;Ótimo  produto funcionou perfeitamente                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;POSITIVO
SEDA;BR     ;Chegou bem rápido                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;POSITIVO
SEDA;BR     ;Veio exatamente como promete, sem nenhum defeito.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;POSITIVO
SEDA;BR     ;Produto muito bom, atende todas as minhas expectativas, de longe a melhor bateria dos iPhones que tive até agora, vale cada centavo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;POSITIVO
SEDA;BR     ;entrega rapida                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;POSITIVO
SEDA;BR     ;Muito bonito, rápido. Superou as minhas expectativas.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;POSITIVO
SEDA;BR     ;Excelente aparelho!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;POSITIVO
SEDA;BR     ;Adorei o celular, ótima câmera, design excelente. Aprovado 👍.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;POSITIVO
SEDA;BR     ;Excelente entrega muito rápida!!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;POSITIVO
SEDA;BR     ;Produto de excelencia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;POSITIVO
SEDA;BR     ;Até agora só pontos positivos                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;POSITIVO
SEDA;BR     ;Ótimo . So Poderia ser melhor de bateria                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;POSITIVO
SEDA;BR     ;Muito bonito. Achei q seria melhor. Pelo valor. Mas eu gostei bastante.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;POSITIVO
SEDA;BR     ;muito bom amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;POSITIVO
SEDA;BR     ;Chegou antes do previsto e veio embalado certinho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;POSITIVO
SEDA;BR     ;MARAVILHOOOOOSO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;POSITIVO
