AP2;COUNTRY;COMMENT_TEXT;SENTIMENT
SEDA;BR;"Não é versão global de fato, somente ""rom"" é global, essa é a pior versão do redmi note 8 que pode ser vendida no brasil, versão ""chinesa"". Não possui as bandas b7 e b28a. Dependendo da região rede pode ficar horrível, na minha a banda ""b7"" é utilizada por duas operadoras, ou seja se utilizar essas duas operadora nesse dispositivo, não terei sinal 4g, terei uma rede muito instável com quedas! me sinto enganado de certa forma. . Obs: não foi encaminhado nenhuma nota fiscal!.";NEGATIVO
SEDA;BR;Pessimo em menos de 3 meses de uso o celular parou de funcionar,e o venddor não quer me passar o telefone nem o endereço de uma rede autorizada, segundo eles querem que eu envie o aparelho para eles para ficar de 45 a 60 dias para eles me da um retorno, nao me derar garantia que vao me enviar o pararelho de volta, caso conserte ou não, perguntei que garantia eu eles me dava, a respsta que eles me derar que assim fica dificil.;NEGATIVO
SEDA;BR;Não vale a pena. Eu pelo menos troquei o meu pensando que ia demorar pra comprar outro. Me enganei! o celular atende apenas o básico. O básico do básico mesmo. Disseram que ele desbloqueia por reconhecimento facial. Só que não é verdade. Ele é lento. O instagram não tem nem os filtros. Infelizmente vou ter que trocar rápido de celular.;NEGATIVO
SEDA;BR;Processador mto lento. Memória pequena. Clica em algum icone, entra em outro. Nao compensa mesmo.;NEGATIVO
SEDA;BR;O produto é muito lento bateria descarrega rápido não gostei não recomendo para ninguém e a Samsung está de mal a pior péssimo;NEGATIVO
SEDA;BR;o celular tem as resoluções de cameras pessimas, além de ser muito lento, e ter um pessima bateria;NEGATIVO
SEDA;BR;Não recomendo a ninguém. Produto minúsculo, parece de brinquedo, não suporta nada, horrível.;NEGATIVO
SEDA;BR;Além de aparecer uma chave de segurança que não sai por nada, é frágil... Esquentou e ao cair virou farelo \ com dez dias de uso\.;NEGATIVO
SEDA;BR;Produto  lento, material frágil, resolução de câmera ruim não tem flash.Tinha um celular antigo,  mesmo sem flesh funciona bem.;NEGATIVO
SEDA;BR;Produto de péssima qualidade, trava nuito, muito lento, comprei pra dar pra minha mãe é com 1 semana eu vendo e comprei um j7 metal;NEGATIVO
SEDA;BR;É lento, a câmera não tem foco, não suporta muito aplicativos e trava toda hora e descarrega muito rápido.;NEGATIVO
SEDA;BR;Referente a entrega: a Americanas como sempre surpreendente, foi entregue antes da data. \nQuanto ao aparelho: O celular é bem simples, bem básico. Um pouco lento.;NEGATIVO
SEDA;BR;produto com defeito e a obtive resposta no sac\nnao recomendo\npessimo atendimento da loja;NEGATIVO
SEDA;BR;Lento, Ultrapassado, Não Atualiza, Touch Péssimo, GPS uma eternidade para funcionar isso quando funciona, Aceita Instalar vários Apps baixados diretamente da Play Store mas o aparelho não aceita e lógico eles não funcionam. Não Recomendo.;NEGATIVO
SEDA;BR;Esse modelo da Samsung vale a pena pelo custo benefício, porém é um aparelho bem fraco e alguns aplicativos não rodam bem nele. Fora que trava, eu tive que colocar as configurações de fábrica, pq estava lento e não atualizava a Internet.;NEGATIVO
SEDA;BR;Pessimo c menos de 4 meses ja deu problema a tela simplesmente deixou de funcionar e ate agora n conseguir resolver;NEGATIVO
SEDA;BR;A câmera frontal é horrível, a traseira também não é tudo que vem na descrição. Pelo valor as câmeras deveriam ser boas;NEGATIVO
SEDA;BR;Gostei do desempenho do produto, mas veio com defeitos nos autofalantes, por mim isso é normal pode aparecer defeitos, o que não gostei foi a demora na resposta da Americanas pra resolver meu problema.;NEGATIVO
SEDA;BR;Pessimo celular , trava de mais e o touch péssimo, pra jogos então nem se fala.;NEGATIVO
SEDA;BR;Muito rápido, tela enorme, processador bastante veloz para jogos, só não gostei da demora na entrega, era para ser 5 dias úteis, más chegou com 13.....;NEGATIVO
SEDA;BR;Demora muito pra chegar nao dao o número do rastreamento sacanagem;NEGATIVO
SEDA;BR;Produto aparentemente Frágil , com 10 dias de uso ja apresentou defeito. E tive que mandar para assistência.  Me decepcionei pois queria um upgrade e acabei num problema, fiquei na mao sem celular e so Deus sabe quando vou receber de volta;NEGATIVO
SEDA;BR;Deu defeito em menos de 15 dias de uso no Hardware da camera, pessimo. Nao recomendo. Decepção;NEGATIVO
SEDA;BR;Péssimo trava e lento câmera ruim não comprem e muito caro não vale apena;NEGATIVO
SEDA;BR;Horrível, não recomendo, apesar de tee um preço acessível, mas é péssimo pelo que custa , trava muito, demora uma eternidade pra reiniciar .;NEGATIVO
SEDA;BR;Deu problema no segundo dia de uso. Sistema operacional não reconhecia. Solicitei a troca e até hoje não foi retirado da loja, muita demora.;NEGATIVO
SEDA;BR;No começo até estava surpreso, mas ao testar ele por várias minutos com um jogo ele começa a ficar lento e dar pequenas travadas.... Então se vc gosta de um joguinho não recomendo;NEGATIVO
SEDA;BR;A câmera é pessima, escura, resolução muito ruim, a bateria dura bastante, mas em compensação demora uma vida para carregar, isso porque o carregador é\ turbo\, sistema lento, até para foto ele demora a processar, decepcionada com esse celular.;NEGATIVO
SEDA;BR;Gostei de todo o processo da compra, porém, achei a embalagem que veio, para um celular, muito frágil.\nTirando isso, tudo certo.\nChegou um dia antes do prazo de entrega.;NEGATIVO
SEDA;BR;O celular depois de 9 dias da compra, começou a apresentar defeitos, está travando muitooo, e a  tela fica se mexendo sozinha. Não recomendo a compra! Muito insatisfeita!;NEGATIVO
SEDA;BR;Câmera horrível principalmente a frontal, mas  de resto dá para quebrar o galho;NEGATIVO
SEDA;BR;"O aparelho mesmo com um chip apresenta demora quando troca de função; \nSistema de senha ruim; Som do \auto-falante\ e viva voz muito baixo. Enfim, não vale o preço.";NEGATIVO
SEDA;BR;Entrega rapida, porém  o Aparelho possui a tela fragil, e trava muito também.  Nao recomendo;NEGATIVO
SEDA;BR;Meu aparelho veio com defeito no sensor de áudio e pelo servico de atendimenro ao cliente não consigo contato para solucionar meu problema. Aguardo retorno. Totalmente insatisfeito.;NEGATIVO
SEDA;BR;Acho que o som do aparelho é baixo. acho um pouco lento. trava algumas vezes.;NEGATIVO
SEDA;BR;Não gostei do produto fiquei insatisfeita até pq não funciona Wi-Fi em casa;NEGATIVO
SEDA;BR;A tela desse celular nao cumpre com o que promete.  Extremamente fragil. Quebra muito facil.;NEGATIVO
SEDA;BR;A conexão de Wifi deixa a desejar bastante, demora a conectar é só conecta muito próximo do roteador;NEGATIVO
SEDA;BR;Comprei o aparelho e após 4 dias o mesmo apresentou defeitos. Foi efetuada a troca do aparelho por outro do mesmo. Apresentou o mesmo defeito novamente. A tela apagou e nao acende mais. Devolvi. Estou extremamente insatisfeita.;NEGATIVO
SEDA;BR;Véio com defeito  horrível. Aplicativo não abria bateria descarregando rápido coloquei um vídeo e sai o áudio continuou só tem beleza mas o produto em termo de qualidade e um lixo..;NEGATIVO
SEDA;BR;Lento , fica travando !! A unica coisa boa é a bateria que durava de 2 a 3 dias … do resto nada prestava … nao fiquei nem 4 meses com o celular ja tive que comprar outro !!;NEGATIVO
SEDA;BR;O cabo do carregador do nada soltou e nso encaixa mais.celular lento.;NEGATIVO
SEDA;BR;A câmera é realmente muito boa. A bateria, apesar de demorar um pouco para carregar, tem uma boa duração.;NEGATIVO
SEDA;BR;Defeito de fabrica.\nchegou dia 19 tento devolver e diz q não pode fazer isso agora.\n Super lento.\nNão atualiza e nem faz dawnlod fica o dia todo atualizando e nada. Não baixa aplicativos tipo watsap Instagram. Fiz todos os testes e nada resolveu;NEGATIVO
SEDA;BR;Samsung pecou e feio no tipo de carregador. Demora 4h para recarregar a bateria! Uma economia sem sentido pela tipo de aparelho.;NEGATIVO
SEDA;BR;O aparelho está reiniciando frequentemente em pleno uso, o sistema extremamente lento sem estar com a memoria cheia.;NEGATIVO
SEDA;BR;O telefone é lento, trava e reinicia sozinho. Péssimo.;NEGATIVO
SEDA;BR;Trava muito ,muito lento. Só pode ter vindo \n com defeito;NEGATIVO
SEDA;BR;Satisfeito com produto,porém a entrega foi demorada;NEGATIVO
SEDA;BR;Ainda nao tenho como avaliar porque essa transportadora direct é horrível e nao entrega logo. Alem de serem vagos nas informacoes de rastreamento;NEGATIVO
SEDA;BR;Quero uma resposta pq ta demorando tanto pra chegar?????;NEGATIVO
SEDA;BR;Com certeza a minha nota é 10 para as Americanas... Pontual, faz devolução do valor pago, em caso de cancelamento, na boa e sem demora... Adoooooro!!!... Quanto ao produto...Ainda estou avaliando....;NEGATIVO
SEDA;BR;Não recomendo demora p abrir os aplicativos a bateria acaba rapido;NEGATIVO
SEDA;BR;Muito fraco quebrou com uma queda de 30 cm . Lento;NEGATIVO
SEDA;BR;Aparelho pessimo . Se arrependimento matasse. Comprei um com menos de 10 dias de defeito.;NEGATIVO
SEDA;BR;O carregador não é como fala na propaganda isso é : demora pra carregar a não ser que foi defeito no aparelho.;NEGATIVO
SEDA;BR;Telefone muito lento no processamento de tarefas.\nLento para iniciar chamadas\nunica coisa boa é a duração da bateria.;NEGATIVO
SEDA;BR;Gostei, foi bem rápido a entrega.\nPena que na entrega percebi muita fragilidade na segurança do entregador, estava de moto e com vários produtos a serem entregues, e a hora era mais de 20:00.;NEGATIVO
SEDA;BR;Muita demora na entrega ! Mais e um produto de qualidade.;NEGATIVO
SEDA;BR;Camera horrível, frontal nem lanterna pra flash não tem, ridículo se vc quiser fazer um vídeo com a camera frontal, a noite não da pra fazer.\nMuito fraco, a rede não é boa.\nMe arrependi da compra;NEGATIVO
SEDA;BR;O carregador veio com o carregamento lento. Está demorando muito para carregar;NEGATIVO
SEDA;BR;Produto com defeito demora mais de 2 horas para carregar e não segura carga.;NEGATIVO
SEDA;BR;não carrega direito, demora muito , péssimo, muito pequeno;NEGATIVO
SEDA;BR;Péssimo aparelho,cãmera ruim.aparelho lento.Decepção;NEGATIVO
SEDA;BR;Já comprei o Galaxy A01, porém o Galaxy A01 Core é muito lento. Além de ter uma tela menor. Já não era um aparelho com Câmera e desempenho bons. Conseguiram piorar ele.;NEGATIVO
SEDA;BR;oi, achei muito lento só isso.;NEGATIVO
SEDA;BR;Achei pequeno pra ser 5.3 e o aparelho parece frágil para mim foi decepção!!!;NEGATIVO
SEDA;BR;Deixa a desejar,péssima escolha !\nFrágil, não é compatível com a marca,Samsung.;NEGATIVO
SEDA;BR;Celular q me satisfaz para minha necessidade, trabalhar de aplicativo, pouco lento porém pelo preço não tenho o q falar;NEGATIVO
SEDA;BR;Celular lento..para liga bateria não dá nem pra um dia .aquece muito. Nunca tive um celula tão ruim como esse!;NEGATIVO
SEDA;BR;Estou decepcionada!! O aparelho fica 6 horas carregando para pegar carga completa. A câmera é horrível!! Estou muito triste.;NEGATIVO
SEDA;BR;Ao falar no celular esquenta muito a bateria, carregador veio trocado,não da pra encaixar no celular ,  demora muito pra carregar!   E  descarrega rapido demias, mesmo a bateria estando   completa !;NEGATIVO
SEDA;BR;5 horas para carregar toda a bateria,  processador lento, touchscreen ruim. Comprei confiando na qualidade da Samsung foi uma decepção. Caso tenha intenção de comprar, não compre é fria.;NEGATIVO
SEDA;BR;Bateria esquenta...demora pra carregar e apesar dos 2gb de memória é lento;NEGATIVO
SEDA;BR;Lento, ruim, touch screen de baixíssima qualidade, não tem lanterna, aberta por impressão digital, trava o tempo todo. Digo sem a menor sombra de dúvida que é o pior smartphone que já vi;NEGATIVO
SEDA;BR;Pra quem quer passar raiva pode comprar....pessimo péssimo;NEGATIVO
SEDA;BR;Com menos de 30 dias já foi preciso mandar para assistência, após 30 dias foi novamente para trocar a placa já foi levado 3 vezes para ser resetado é atualizado é continua a mesma porcaria,só fica reiniciando... PESSIMOOOO;NEGATIVO
SEDA;BR;Celular com bastante memória, porém bateria demora muito para carregar, a câmera  deixa a desejar, ele não  faz espelhamento para tv..pelo valor poucos recursos;NEGATIVO
SEDA;BR;Bayeria horrível, pessimo celular. Nao mantem a conexão de operadora nenhuma. Devolvi o aparelho.;NEGATIVO
SEDA;BR;E horrível meu filho não gostou ele pega o celular de manha carregado  e quando e 3  hrs ja tem que colocar de novo pra carregar o celular descarrega muito rapido;NEGATIVO
SEDA;BR;Ele aquece muito quando ta carregando a Câmera dele nao e tao boa a sim ja que sao duas . O touch e lento as vezes ele trava por causa do aquecemento ou do nada ..;NEGATIVO
SEDA;BR;Produto com defeito. Atendimento pessimo. Nao existe contato;NEGATIVO
SEDA;BR;Trava de mais, desliga sozinho e agora ta com duas listras azul claro na tela, as vezes uma listra, as vezes duas. E o touch screen é horrível.;NEGATIVO
SEDA;BR;Eu recomendo sim só um pouco lento para abrir os aplicativo;NEGATIVO
SEDA;BR;Não recomendo para quem gosta de uma boa câmera e um precessador rapido, quando troca de aplicativo trava muito, além do carregador ser pessimo, demora demais para carregar;NEGATIVO
SEDA;BR;Aparelho lento para tudo, leva um tempão para abrir os aplicativos. Não recomendo a compra;NEGATIVO
SEDA;BR;Aparelho frágil, me desgostei com a samsung, comprei o A 01, 5.3pol e é menor que o j2, aparelho demora 5 horas carregando e a bateria dura quando muito 5 horas de uso, fotos são um horror ficam desfocadas, não comprem...;NEGATIVO
SEDA;BR;O produto demorou além, do rastreio demorar para atualizar !  Fora isso, só queria poder ver o produto atrasado.;NEGATIVO
SEDA;BR;Da vontade de desistir e cancelar isso de tanto que demora eu to quase fazendo isso já nossa.;NEGATIVO
SEDA;BR;Fiz o pedido tem 3 dias e ainda não aprovaram a compra e com isso só demora mais na entrega! Tenho pressa no produto pois irei viajar e estou sem celular! Resolvam isso aí;NEGATIVO
SEDA;BR;Americanas está deixando a desejar a entrega muito demorado...as outras lojas entregam em menos de 1 semana;NEGATIVO
SEDA;BR;Comprei meu iphone no dia 13/06 com prazo para retirada dia 15/06, porem hoje ja e 17/06 e ate agora nao chegou na loja, e ninguem sabe me dizer porque nao chegou. INSATISFEITA COM ESSA LOJA !!;NEGATIVO
SEDA;BR;A pensar da demora, valeu apena. Ah, a cor dele não é preto.;NEGATIVO
SEDA;BR;O microfone é muito ruim, não capta som por exemplo se eu estiver em um ônibus ou na rua ou salão de barbeiro.\nA câmera não é tão boa, e essa função de voltar a tela arrastando da direita pra esquerda e horrível;NEGATIVO
SEDA;BR;Demora ao tirar uma foto e agora ta ficando\n tudo embaçado isso porque não tem 40 dias q eu comprei;NEGATIVO
SEDA;BR;Menos de um mês comprado já vai pra assistência, a tela desfocada. Decepcionante! Há vc estala vários apps o celular fica lento.;NEGATIVO
SEDA;BR;Demora muito pra carregar e a bateria nao duraaaa nada. Celular utilizado domestico nao uso pra jogos e nem pra trabalho. NÃO RECOMENDO!!;NEGATIVO
SEDA;BR;No modelo que comprei o brilho da tela é muito fraco. Para usar em locais claros é necessário colocar no brilho máximo.  Solicitei a troca, mas a Americanas está demorando mais de uma semana para vir buscar o produto.;NEGATIVO
SEDA;BR;A qualidade da tela em pixels é ruim (poucos pixel). DEMORA MAIS DE 2 HORAS PRA CARREGAR. Estou arrependido.;NEGATIVO
SEDA;BR;Menos de 3 meses já apareceu os primeiros problema no carregamento, só carrega desligado e está demorando, e descarregando rápido.;NEGATIVO
SEDA;BR;Celular está demorando muito para chegar, e até agora não não saiu do lugar no rastreamento.;NEGATIVO
SEDA;BR;A logistica de entrega da americanas é muoto ruim. Demora demais pra entregar os produtoa com prazos que nao cumprem.;NEGATIVO
SEDA;BR;Mais tive uma experiência desagradável com uma compra no cartão de crédito demoraram 5, dias pra aprovar e depois negaram a compra mesmo com limite no cartão não recomendo a Americanas;NEGATIVO
SEDA;BR;Meu celular tem defeito na configuração de cores,está horrível;NEGATIVO
SEDA;BR;Cumpre o que promete de início... \nEntrega super rápida e feita ao sábado.\nSistema de validação da Americanas extremamente lento, quase uma semana para finalizar a compra.;NEGATIVO
SEDA;BR;O app nao da i suporte necessário, péssimo atendimento por e-mail ou whatsapp, nqo recomendo. Demora com a entrega, ate hj meu produto nao chegou;NEGATIVO
SEDA;BR;Demora para a entregar o produto. Passaram do prazo estipulado. Tentei contato várias vezes com a Americanas e simplesmente não me respondem. Péssimo atedimento. Quanto ao celular, não poderei falar nada já que está novo.;NEGATIVO
SEDA;BR;esse celular tem uma boa qualidade, no entanto possui um probleminha com relação a saída dos aplicativos,  é demorado é meio chato. Não é funcional!;NEGATIVO
SEDA;BR;Até agora atendeu as minhas expectativas, bateria demora 1hora para carregar;NEGATIVO
SEDA;BR;N tive sorte. Meu aparelho veio com problemas. Reinicia e se desliga sozinho. Trava muito e é lento. O botão de liga/desliga vai direto pra câmera. Muito insatisfeita. Vai fazer 1 mês dia 22/11 e já arrumei briga com a motorola.;NEGATIVO
SEDA;BR;Muito lento para baixar aplicativos e o fone fica ao lado inferior direito.;NEGATIVO
SEDA;BR;Horrivel, trava muito, a câmera não é boa, é horrível;NEGATIVO
SEDA;BR;Entrega demorou mais de 7 dias após o lrazo maximo da entrega, ficaram enroalando sem saber onde estava o aparelho, dai entregaram e agroa to na ducida se nao fizeram alguma troca... Muito insatisfeito;NEGATIVO
SEDA;BR;Estou devolvendo o produto, camera horrível tanto a frontal quanto a traseira;NEGATIVO
SEDA;BR;Não me arrependo,vejo que algumas pessoas insatisfeita mais se não for mal uso do aparelho oq estão falando é verdade,até agora todas as funções estão funcionando muito bem .;NEGATIVO
SEDA;BR;Ta com 3 dias e ainda não foi aprovado,ta demorando muito pra aprovar,ainda pode ser aprovado ou não ?;NEGATIVO
SEDA;BR;Nunca tiive Motorola ,agora q decidir troca nao gostei,o celular trava,demora pra abrir ,tem menos de 1 mes de uso.afff;NEGATIVO
SEDA;BR;Chegou antes do prazo!!! Super rápido a entrega!! Pensei que fosse demorar mais!;NEGATIVO
SEDA;BR;Aparelho rápido e não esquenta, a bateria demora 1 dia e meio para descarregar;NEGATIVO
SEDA;BR;Horrível de sinal, perde o sinal em lugares onde celulares mais baratos funcionam, o Bluetooth é horrível Também tem q estar perto p funcionar sinal fraco. Muito insatisfeito!!!!!!!;NEGATIVO
SEDA;BR;Muita demora para entrega e muita demora na aprovação mas de 72 horas esperando e nada, diz que são dois úteis para entregar mas nada;NEGATIVO
SEDA;BR;Veio com defeito. Bateria acaba mesmo sem usar o aparelho, estava travando. Demora mais de 3h para carregar completamente;NEGATIVO
SEDA;BR;Não gostei do aparelho .\nAparelho muito frágil e leve . Não correspondeu minhas expectativas !;NEGATIVO
SEDA;BR;Comprei aparelho Moto G6Plus dia 25/07/20 devolvi dia 29/07/20 .\nEle demora para Carregar quase 4 horas e bateria dura menos de 6horas.\nNão comprem. \n\nFora que na hora de devolver na Loja ( comprei no site retirei na loja) fui pessimamente atendida.;NEGATIVO
SEDA;BR;Nesse aparelho o que me decepcionou foi a bateria que dura apenas 15 horas apenas usando APP diarios não testei ainda com filmes e séries, e fora o carregamento de 4horas que demora pra chegar a 100%;NEGATIVO
SEDA;BR;O único problema que encontrei, foi o carregador, que demora muito pra carregar o aparelho.;NEGATIVO
SEDA;BR;Gostei bastante do celular, só não dei nota máxima por conta da bateria que poderia durar mais e sem falar que demora bastante para carregar, mas... avaliando o contexto geral e o preço dele está valendo;NEGATIVO
SEDA;BR;Celular com memória boa, fácil manuseio, porém a bateria não dura como esperado. Demora para carregar, por ão ser carregador turbo como os outros motorola e não dura o dia todo.;NEGATIVO
SEDA;BR;Descarrega rápido, o carregamento é super lento. Mais de 4 h para carga completa. Camera não é boa;NEGATIVO
SEDA;BR;HORRIVEL!!! DECEPCIONADA! PRECISO ANDAR COM CARREGADOR COM CELULAR NOVO. E SABE O QUE É PIOR? SEM ASSITENCIA DA MOTOROLA E DA AMERICANAS. TROQUEI 1X E ME MANDARAM UM PIOR QUE O PRIMEIRO, MAS COM O COVID NAO DA PRA TROCAR OU FICAR SEM CELULAR NE.;NEGATIVO
SEDA;BR;Demora para recarregar dessa forma não indico comprar;NEGATIVO
SEDA;BR;Para carregar demora 5 horas e descarrega super rápido;NEGATIVO
SEDA;BR;Demora 5 horas para carregar e descarrega super rápido;NEGATIVO
SEDA;BR;...a bateria e o carregador extremamente lento, deixam a desejar.;NEGATIVO
SEDA;BR;muito frágil vem a capinha só para fortalecer o aparelho que é muito fraco a única coisa boa nesse aparelho é a memória de 64GB tirando isso nada nada nada me agradou, arrependimento total;NEGATIVO
SEDA;BR;Gostei muito do smartphone, leve, memória suficiente para instalar muitos apps, câmera boa, acesso a impressão digital em menos de 1 segundo, o único ponto negativo é a bateria que acaba muito rápido, porém não demora para carregar também.;NEGATIVO
SEDA;BR;Pessimo celular, trava o tempo todo, muda os comandos sozinho, foto ruim etc;NEGATIVO
SEDA;BR;Não vale o custo. Muito lento. Comprei há uns 3meses e temho que ficar reiniciando porque  o celular trava.;NEGATIVO
SEDA;BR;Eu só acho q demora muito para saí confirmação do cartão..;NEGATIVO
SEDA;BR;Como pode um celular vir sem teste de fábrica??? Horrível , não lê o chip e o pior não foi testado de fábrica. Não recomendo pra ninguém.;NEGATIVO
SEDA;BR;A entrega com 6 dias de atraso muito.Essa transportadora Direct lixona nem atualiza o rastreio;NEGATIVO
SEDA;BR;A câmera é horrível nem parece que tem os 16MP fora o processamento trava muito, e eu recebi há 10 dias e não segura a carga 2 dias de jeito nenhum, assisto aula nele de 1hora a 1hora e meia e ele descarrega todo dia. Imagine um fileme !;NEGATIVO
SEDA;BR;PRODUTO CHEGOU SEM FONE DE OUVIDO, SEM SELO DA ANATEL E COM CARREGADOR DE BATERIA DE PINO CHATO (fora do padrão Brasil). MUITO INSATISFEITO POIS PRECISAVA DO CELULAR URGENTE PARA TRABALHO.  FOI FEITA DEVOLUÇÃO, AGUARDO ESTORNO DOVALOR;NEGATIVO
SEDA;BR;DEMORA MAIS DE 5 HORAS PRA CARREGAR!!! Estou a poucos dias com ele e só me decepcionei com isso. Não sei se é defeito ou se demora assim msm. Alguém sabe me responder?;NEGATIVO
SEDA;BR;O anúncio fica as vezes confuso ... Achei que tinha comprado um celular azul e veio um preto... Insatisfação nesse quesito...;NEGATIVO
SEDA;BR;Muito insatisfeito por não ter recebido a fone de carregador. Veio o cabo mas sem a fonte para carregar. Triste pagar tão caro e não poder usar o produto por falta da fonte. Muito errado com o cliente.;NEGATIVO
SEDA;BR;Entrega demorada para o norte. cerca de 3 semanas. recomendo a opção retirar na loja para meus conterrâneos nortistas.;NEGATIVO
SEDA;BR;Atendimento ok, apenas uma pequena demora na entrega.;NEGATIVO
SEDA;BR;MEU PRODUTO VEIO COM DEFEITO E VOU TER UM TRANSTORNO ENORME PRA TROCAR OU DEVOLVEREM O VALOR DA COMPRA. PESSIMO. SE TRATANDO DE CELULAR AINDA, QUE NAO PODEMOS FICAR SEM. EXPERIENCIA HORRIVEL.;NEGATIVO
SEDA;BR;Celular com pessimo custo beneficio, a camera deixa a desejar e o sistema engasga um pouco.;NEGATIVO
SEDA;BR;Demora muito a chegar, eu esperava ser mais rapido.;NEGATIVO
SEDA;BR;O j5 da de 10 a 0 nesse A20 na câmera! Ou camera ruim! Imagem muito embassada!  Horrível a câmera dele! Se vc gosta de tirar fotos desista deste celular!;NEGATIVO
SEDA;BR;Demorando muito pra carregar 5h é de mais demoraaa;NEGATIVO
SEDA;BR;trava a todo momento esse lg e muito ruim lento pra tudo quem comprar vai passar raiva;NEGATIVO
SEDA;BR;O celular k40s que comprei no site das lojas americanas chegou dia 05/06/2020\n\nNotei que ele estava lento e hoje dia 07/06/2020 ele apagou a tela e não quer mais acender \nO site não tem nenhum suporte  pra reclamação que funcione;NEGATIVO
SEDA;BR;Pessimo  veio com defeito e não posso trocar.\nGostaria de saber se tem como consertar ou fazer a troca;NEGATIVO
SEDA;BR;Gostei muito mais tem hora que ele fica meio lento trava um pouco e eu so to com dois dias de uso;NEGATIVO
SEDA;BR;Porem veio com a bandeja travada não abre. \nE pra piorar nao consigo efetuar a troca e nen a devolucao .\nPessimo;NEGATIVO
SEDA;BR;O Cel tem uma câmera frontal MT boa! Achei ele bem rápido. Demora a descarregar, dura 1dia inteiro. O som é bem alto. Foi uma boa escolha.;NEGATIVO
SEDA;BR;Muita demora para entregar, o que era para ser entregue em dois dias, chehou com 10 dias de atraso.;NEGATIVO
SEDA;BR;Bateria boa, porém dados móveis dele vai demais horrível.;NEGATIVO
SEDA;BR;Anuncia O Produto E Nao Tem Em Nenhuma Das Lojas , E Também Nao Dar A Opção De Compra Normal , Horrível Isso ..;NEGATIVO
SEDA;BR;Uma demora para aprovação da compra! Sendo que já foi descontado do cartão;NEGATIVO
SEDA;BR;Infelizmente com uma semana de uso, o celular ja apresentou defeito. Além de ser lento, ele apaga e demora alguns minutos para voltar a funcionar. A cada apagão, um medo dele não voltar mais.;NEGATIVO
SEDA;BR;Paguei pelo produto dia 10, até hoje nao chegou. Que demora é essa? Antes de pagar dizia que a entrega seria dia 11 ou 12/06/2021. To esperando até hoje e nada.;NEGATIVO
SEDA;BR;O produto é de boa qualidade. Mas, a entrega atrasou, horrível serviçoprestado deentrega!;NEGATIVO
SEDA;BR;Comprei um exemplar e a tela é tão frágil que trincou somente de levar o celular no bolso. Levei na autorizada e obviamente alegaram mau uso. Não recomendo.;NEGATIVO
SEDA;BR;comprei por causa das especificações do aparelho, mas não gostei muito. é lento e a câmera, que é o principal atrativo dele, não é tão boa.;NEGATIVO
SEDA;BR;A empressa de tranporte é muito ruim, demora muito pra entregar os pedidos, entrega fora do prazo ainda;NEGATIVO
SEDA;BR;Vocês deveriam agilizar o processo de transporte porque é muito lento e o cliente fica muito bravo;NEGATIVO
SEDA;BR;Demora muito a entrega , esta perto da minha cidade e esta 4 dias sem atualizar o rastreamento;NEGATIVO
SEDA;BR;O único problema é a fragilidade. Quebrou toda a tela com uma simples queda de uma altura de 50 cm...\nEm menos de uma semana de uso.;NEGATIVO
SEDA;BR;demora muito para carregaar´muito lento;NEGATIVO
SEDA;BR;Não gostei da câmera e odiei a filmagem desse celular, o tempo de carregamento tbm é bem mais demorado do que o G6 plus que tenho hoje, não troco meu G6 pelo G30 nem com dinheiro de volta;NEGATIVO
SEDA;BR;A entregar foi bem rapida uma semana antes so esperado.Sobre o celular xm quase 1 mês de uso travar dmais, sistema muito lento, arrependimento total;NEGATIVO
SEDA;BR;Se você quer um celular para algo além de ligar e acessar redes sociais não compre esse lixo .\nMemoria ram minima . Trava toda hora;NEGATIVO
SEDA;BR;Comprei 2 demora pra descarregar e pra carregar é bem rápido;NEGATIVO
SEDA;BR;Não gostei é muito lento e demora um ano pra baixar um aplicativo, celular péssimo devolvi.;NEGATIVO
SEDA;BR;Processador lento, os apps não são compatíveis, camera horrível, não vale o investimento.;NEGATIVO
SEDA;BR;Nao gostei e muito lento  só fica travando nao gostei muito ruim mimarependie;NEGATIVO
SEDA;BR;Achei o aparelho um pouco lento, tinha um galaxy s7 e quis continuar no mesmo padrão, porém me arrependi, bateria dura menos que do meu antigo! Muito decepcionada;NEGATIVO
SEDA;BR;Lamentável...já tive S7edge S8 e S9 todos com acabamento Premium...este modelo é de plástico...frágil... não adianta vir com um processador snapdragon e a construção ser assim...perde até pro A5 2017...por isto está barato...;NEGATIVO
SEDA;BR;ENTREGA ENROLADA, FALTA DE CONSIDERAÇÃO, NÃO DÁ PRA RASTREAR E DEMORAM TE RESPONDER 2 EXPERIENCIAS HORRIVEIS CHEGA SEMPRE DPS DA DATA. COMPREI NO PRIME DAY DA AMAZON CHEGOU NA MESMA SEMANA, 2 SEMANAS DEPOIS Q COMPREI AQUI;NEGATIVO
SEDA;BR;Nunca mais compro nada na lojas americanas, arrependida, e o atendimento na loja do Crato-Ce e horrível.;NEGATIVO
SEDA;BR;Paguei caro por um celular que trava muito,quando clina na camera câmera é 1 hora pra abrir e quando abre pra bater a foto ele volta a tela de aplicativos ,bateria uma porcaria demora pra carregar e etc... nao recomendo;NEGATIVO
SEDA;BR;Celular uma m...., não vale o valor cobrado, material muito frágil e a câmera frontal a noite deixa a desejar.;NEGATIVO
SEDA;BR;Gostei do produto, mas está demorando muito pra carregar;NEGATIVO
