analysis_group,run_id,input_generation,dataset,task,model,metric,dimension,segment,expected_label,predicted_label,seed,review_id,text,expected_sentiment,predicted_sentiment,sentiment_confidence,sentiment_correct,expected_topic,predicted_topic,topic_confidence,topic_correct,linguistic_level,flagprofanity,hasemoji,hasspellingerror,hasslang,length_class,mixed_sentiment,goldtest,template_family,value,support,low,high
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12462,"i did not pay much attention to the apps at first, but during a heavier-than-usual day it holds up better than expected. overall i am happy with it.",positive,positive,0.9997586607933044,True,smartphone,television,0.9996356964111328,False,informal,0,0,0,0,medium,0,1,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12463,"i did not pay much attention to the battery life at first, but outside my normal routine it keeps getting in the way. the behavior persisted across several attempts.",negative,negative,0.9994756579399109,True,smartphone,smartphone,0.9995697140693665,True,informal,0,0,0,0,medium,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12464,"Across repeated observations, when someone else in the house used it, I noticed that the gasket on this kitchen fridge keeps acting up. the behavior persisted across several attempts. I am considering a replacement. This is damn annoying. Honestly 👍",negative,negative,0.9999772310256958,True,refrigerator,refrigerator,0.9903237819671631,True,technical,1,1,0,0,long,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12465,"i have been using this bedroom tv after changing a few settings, and the video input holds better than expected. this was different from my firts impression. it has earned my confidence.",positive,positive,0.9997544884681702,True,television,television,0.9996951818466187,True,limited,0,0,1,0,medium,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12466,"when someone in the house used it, i noticed that the built-in audio on this bedroom tv still performs consistently. someone else in the house noticed it too. the damn thing surprised me in a good way.",positive,positive,0.9998316764831543,True,television,television,0.9995892643928528,True,limited,1,0,0,0,long,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12467,"My main impression of this screen unit comes from the built-in audio: it is acceptable but unremarkable after coming back to it after a few days. this was different from my first impression. my opinion is still basically in the middle. Honestly, the damn thing is just average. 😂",neutral,negative,0.9999455213546753,False,television,television,0.9996387958526611,True,advanced,1,1,0,0,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12468,"lowkey, my main impression of this TV set comes from the built-in audio: it works well even outside my usual routine after a few weeks of mixed use. I repeated the check before writing this. That said, the controller fails in normal use, so the experience is not completely one-sided.",positive,positive,0.9995765089988708,True,television,television,0.9996664524078369,True,standard,0,0,0,1,long,1,1,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12469,"i did not pay much attention to the cooling motor at fisrt, but when someone else in the used it it is neither impressive bad. honestly, the damn thing is just average.",neutral,neutral,0.9997987151145935,True,refrigerator,refrigerator,0.9976676106452942,True,limited,1,0,1,0,medium,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12470,"i have been using this television set after changing a few settings, and the panel lighting has been a pleasant surprise. i noticed the change only in the new situation. the video input tells a different story because it fails in normal use. 👍",positive,negative,0.9970171451568604,False,television,television,0.9996622800827026,True,informal,0,1,0,0,long,1,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12471,"when someone else in the house used it, the inside lighting breaks down when conditions change. the behavior persisted across several attempts.",negative,negative,0.7518104314804077,True,refrigerator,refrigerator,0.9504490494728088,True,informal,0,0,0,0,medium,0,1,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12472,"during a heavier-than-usual day, the touch panel has not given me trouble. someone else in the house noticed it too. the apps tells a different story because it is fine for what it is. no bullshit, this has one of the better parts of the product. 🤔",positive,negative,0.9999357461929321,False,smartphone,television,0.9996699094772339,False,limited,1,1,0,0,long,1,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12473,"When someone else in the house used it, the cycle controls holds up better than expected. a second check gave me the same result. I have stopped worrying about this part of the product. I expected some crap here, but it has actually held up.",positive,positive,0.9998718500137329,True,washing_machine,washing_machine,0.4768953323364258,True,standard,1,0,0,0,long,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12474,"real talk, the inside lighting is what stood out during a heavier-than-usual day; it remains basically average. the behavior persisted across several attempts.",neutral,neutral,0.996174693107605,True,refrigerator,refrigerator,0.9278533458709717,True,informal,0,0,0,1,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12475,"not gonna lie, i have been using this work phone after changing a few settings, and the usb port has been a pleasant surprise. the behavior persisted across several attempts. i plan to keep useing it. damn, i did not expect this part to be this solid.",positive,positive,0.9998028874397278,True,smartphone,smartphone,0.9995948672294617,True,informal,1,0,1,1,long,0,1,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12476,the vibration is what stood out after coming back to it few days; it works normally. it is adequate for now.,neutral,neutral,0.9873910546302795,True,washing_machine,refrigerator,0.8151974678039551,False,limited,0,0,0,0,medium,0,1,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12477,"real talk, when someone else in the house used it, the fingerprint erader has been a disappointment. I noticed the change only in the new situation. this is the part that makes me regret the purchase.",negative,negative,0.9996811151504517,True,smartphone,refrigerator,0.9975641965866089,False,standard,0,0,1,1,long,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12478,"after using it for work and at home, i noticed that the ice system on this kitchen fridge is difficult to trust. i repeated the check before writing this. Honestly 😐",negative,neutral,0.9261976480484009,False,refrigerator,washing_machine,0.9850983619689941,False,informal,0,1,0,0,medium,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12479,"when someone else in the house used it, the cycle controls has become increasingly unreliable. i repeated the check before writing this. i would not rely on it. on the other hand, the spin program is acceptable but unremarkable, which makes the overall picture more mixed. this is damn annoying. Honestly 👍",negative,negative,0.9999872446060181,True,washing_machine,washing_machine,0.9989904761314392,True,informal,1,1,0,0,long,1,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12480,"i did not pay much attention to the touch panel at first, but after taking it on a trip it still perfroms consistently. a second check me the same result. overall i am happy with it. that said, the fingerprint reader is neither impressive bad, so the experience is not completely one-sided.",positive,positive,0.9997227787971497,True,smartphone,washing_machine,0.9953998923301697,False,limited,0,0,1,0,long,1,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12481,"After a few weeks of mixed use, the USB port holds up better than expected. the difference became clearer after a few more days. for my use case, this is a keeper. The battery life tells a different story because it is difficult to trust.",positive,positive,0.9997499585151672,True,smartphone,smartphone,0.9995952248573303,True,advanced,0,0,0,0,long,1,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12482,"i did not pay much attention to the spin program at first, but outside my normal routine it works normally. this was different from my first impression.",neutral,negative,0.9220777750015259,False,washing_machine,washing_machine,0.9969736337661743,True,informal,0,0,0,0,medium,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12483,"i have been using this refrigeration unit outside my normal routine, and the gasket is neither impressive nor bad. someone else in the house noticed it too.",neutral,neutral,0.9991759657859802,True,refrigerator,refrigerator,0.6014115214347839,True,informal,0,0,0,0,medium,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12484,"I did not pay much attention to the rear camera at first, but during a heavier-than-usual day it has not given me trouble. I noticed the change only in the new situation. I have stopped worrying about this part of the product.",positive,negative,0.9935594797134399,False,smartphone,smartphone,0.9995742440223694,True,advanced,0,0,0,0,long,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12485,the gasket is what stood out after coming back to it after a few days; it has become increasingly unreliable. the behavior persisted across several attempts.,negative,negative,0.9995890259742737,True,refrigerator,refrigerator,0.9697397947311401,True,informal,0,0,0,0,medium,0,1,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12486,"I did not pay much attention to the inside lighting at first, but during a heavier-than-usual day it has been a disappointment. a second check gave me the same result. I am already looking at alternatives.",negative,negative,0.9985026121139526,True,refrigerator,refrigerator,0.5271385312080383,True,standard,0,0,0,0,long,0,1,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12487,"Under ordinary operating conditions, after taking it on a trip, the picture quality is acceptable but unremarkable. someone else in the house noticed it too.",neutral,neutral,0.9525478482246399,True,television,refrigerator,0.6178815364837646,False,technical,0,0,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12488,"Under a representative operating profile, the earpiece is what stood out after taking it on a trip; it breaks down when conditions change. the difference became clearer after a few more days.",negative,neutral,0.5767154693603516,False,smartphone,refrigerator,0.8755528330802917,False,technical,0,0,0,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12489,"Across repeated observations, fAter using it for work and at home, the door latch breaks down when conditions change. Honestly 😬",negative,neutral,0.9337527751922607,False,washing_machine,refrigerator,0.5884023904800415,False,technical,0,1,1,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12490,my main impression of this screen unit comes from the panel lighting: it continues to work without drama after using it for work and at home. this was different from my first impression.,positive,negative,0.9340085387229919,False,television,television,0.9996505975723267,True,informal,0,0,0,0,medium,0,1,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12491,"when someone else in the house used it, i noticed that the fill valve on this front-loading washer holds up better than expected. the behavior persisted across several attempts. it has earned my confidence. the damn thing surprised me in a good way.",positive,positive,0.999853253364563,True,washing_machine,washing_machine,0.9995647072792053,True,informal,1,0,0,0,long,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12492,"After using it for work and at home, I noticed that the door latch on this wash unit has not given me trouble. I have stopped worrying about this part of the product.",positive,positive,0.9982724189758301,True,washing_machine,refrigerator,0.8822539448738098,False,standard,0,0,0,0,medium,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12493,"After changing a few settings, I noticed that the fingerprint reader on this daily driver is fine for what it is. this was different from my first impression.",neutral,neutral,0.9993219375610352,True,smartphone,refrigerator,0.7341704368591309,False,advanced,0,0,0,0,medium,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12494,"Outside my normal routine, I noticed that the door warning on this refrigeration unit feels ordinary after more use. I do not feel strongly either way. not great tbh.",neutral,neutral,0.9998655319213867,True,refrigerator,refrigerator,0.6173299551010132,True,advanced,0,0,0,1,medium,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12495,"Under ordinary operating conditions, i have been using this daily driver after using it for work and at home, and the apps holds up better than expected. someone else in the house noticed it too. for my use case, this is a keeper.",positive,positive,0.999685525894165,True,smartphone,television,0.9996261596679688,False,technical,0,0,0,0,long,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12496,"I did not pay much attention to the wireless connection at first, but when someone else in the house used it it has been a pleasant surprise. a second check gave me the same result. it has earned my confidence.",positive,positive,0.9364936351776123,True,television,refrigerator,0.9955940842628479,False,standard,0,0,0,0,long,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12497,the panel lighting is what stood out after taking it on a trip; it feels ordinary after more use. it is adequate for now. 🙃,neutral,neutral,0.9995438456535339,True,television,washing_machine,0.9996209144592285,False,informal,0,1,0,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12498,my main impression of this refrigeration unit comes from the ice system: it has not given me trouble when someone else in the house used it. i tried the same thing again later and got a similar result.,positive,negative,0.9999717473983765,False,refrigerator,washing_machine,0.9995777010917664,False,informal,0,0,0,0,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12499,"When someone else in the house used it, I noticed that the shelf layout on this kitchen fridge is neither impressive nor bad. someone else in the house noticed it too. 💀",neutral,neutral,0.9992689490318298,True,refrigerator,refrigerator,0.9980911612510681,True,standard,0,1,0,0,medium,0,1,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12500,"After a few weeks of mixed use, the network reception keeps getting in the way. the behavior persisted across several attempts. 👍",negative,negative,0.9998674392700195,True,smartphone,smartphone,0.9991375207901001,True,standard,0,1,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12501,"i did not pay much attention to the usb port at first, but after changing a few settings it is acceptable but unremarkable. i noticed the change in the new situation. i do not feel strongly either way. on the other hand, the call quality keeps getting in the way, which makes the overall picture more mixed. it is not amazing, but it is not bullshit either.",neutral,neutral,0.9999610185623169,True,smartphone,smartphone,0.9996738433837891,True,limited,1,0,0,0,long,1,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12502,"real talk, the cooling motor is what stood out after coming back to it after a few days; it has turned into a recurring problem. i noticed the change only in the new situation.",negative,negative,0.8230667114257812,True,refrigerator,refrigerator,0.9980732202529907,True,limited,0,0,0,1,long,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12503,"Under ordinary operating conditions, the gasket is what stood out after coming back to it after a few days; it keeps acting up. the difference became clearer after a few more days. I am considering a replacement.",negative,negative,0.9999176263809204,True,refrigerator,refrigerator,0.9489887356758118,True,technical,0,0,0,0,long,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12504,"after coming back to it after a few days, i noticed that the freezer compartment on this kitchen fridge works normally. i tried the same thing again later and got a similar result. on the other hand, the cooling motor keeps acting which makes the overall picture more mixed.",neutral,negative,0.9999514818191528,False,refrigerator,refrigerator,0.9991471767425537,True,limited,0,0,0,0,long,1,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12505,"Outsied my normal routine, I noticed that the network reception on this pocket device remains basically average. I noticed the change only in the new situation. it is adequate for now. idk. 🤷",neutral,neutral,0.9999340772628784,True,smartphone,smartphone,0.9996696710586548,True,standard,0,1,1,1,medium,0,1,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12506,"After repeated use under comparable conditions, honestly tho, my main impression of this refrigeration unit comes from the compressor fan: it has been a pleasant surprise when someone else in the house used it.",positive,negative,0.9535788893699646,False,refrigerator,refrigerator,0.9984732270240784,True,technical,0,0,0,1,long,0,1,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12507,"outside my normal routine, the streaming menu does the job. the behavior persisted across several attempts. there is no major crap to complain about here. Honestly 🤷",neutral,neutral,0.9999287128448486,True,television,television,0.999670147895813,True,informal,1,1,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12508,"not gonna lie, my main impression of this television set comes from the streaming menu: it works well even outside my usual routine after changing a few settings. the difference became clearer after a few more days. I have stopped worrying about this part of the product.",positive,positive,0.9998427629470825,True,television,television,0.9995824694633484,True,standard,0,0,0,1,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12509,"I did not pay much attention to the soap tray at first, but outside my normal routine it feels ordinary after more use. this was different from my first impression. I would neither recommend it nor warn people away.",neutral,neutral,0.9999343156814575,True,washing_machine,refrigerator,0.8837440609931946,False,standard,0,0,0,0,long,0,1,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12510,"after using it for work and at home, the vibration fails in normal use. else in the house noticed it too.",negative,negative,0.9996248483657837,True,washing_machine,refrigerator,0.8130828738212585,False,limited,0,0,0,0,medium,0,1,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12511,"From a practical reliability standpoint, the compressor fan is what stood out after changing a few settings; it works well even outside my usual routine. a second check gave me the same result.",positive,positive,0.9955606460571289,True,refrigerator,refrigerator,0.9983667731285095,True,technical,0,0,0,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12512,"i have using this cell phone after taking it on a trip, and the touch panel has been a disappointment. the difference became clearer after a few more days.",negative,negative,0.9291256070137024,True,smartphone,smartphone,0.9995855689048767,True,limited,0,0,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12513,"after coming back to it after a few days, the wash drum has turned into a recurring problem. i would hesitate to buy it again. pretty solid ngl.",negative,negative,0.9996684789657593,True,washing_machine,washing_machine,0.9976455569267273,True,informal,0,0,0,1,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12514,my main impression of this cold-storage unit comes from the compressor fan: it fails in normal use after coming back to it after a few days. a second gave me the same result. 😬,negative,negative,0.9999783039093018,True,refrigerator,refrigerator,0.9988190531730652,True,limited,0,1,0,0,long,0,1,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12515,"I did not pay much attention to the network reception at first, but after coming back to it after a few days it has become increasingly unreliable. I would hesitate to buy it again.",negative,negative,0.9999610185623169,True,smartphone,smartphone,0.9995667338371277,True,advanced,0,0,0,0,long,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12516,"not gonna lie, the rinse program is what stood out after using it for work and at home; it has been a disappointment. the behavior persisted across several attempts. I am already looking at alternatives. On the other hand, the door latch works well even outside my usual routine, which makes the on balance picture more mixed.",negative,negative,0.9999791383743286,True,washing_machine,television,0.80329430103302,False,advanced,0,0,0,1,long,1,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12517,the ice system is what stood out after using it for work and at home; it is neither impressive nor bad. else in the house noticed it too.,neutral,neutral,0.9995611310005188,True,refrigerator,television,0.9996695518493652,False,limited,0,0,0,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12518,"After a few weeks of mixed use, the video input has become inrceasingly unreliable. the difference became clearer after a few more days. I am considering a replacement. This shit should not be happening in routine use.",negative,negative,0.9999911785125732,True,television,television,0.9996086955070496,True,advanced,1,0,1,0,long,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12519,The rinse program is what stood out outside my normal routine; it still performs consistently. this was different from my first impression. I would buy it again.,positive,positive,0.999785840511322,True,washing_machine,washing_machine,0.9983946681022644,True,advanced,0,0,0,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12520,"I did not pay much attention to the ice system at first, but outside my normal routine it holds up better than expected. it has earned my confidence.",positive,positive,0.9997597336769104,True,refrigerator,television,0.9996485710144043,False,standard,0,0,0,0,medium,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12521,"imo, i have been using this new phone after using it for work and at home, and the USB port works well even outside my usual routine. on balance I am happy with it.",positive,positive,0.9949824213981628,True,smartphone,smartphone,0.9996108412742615,True,advanced,0,0,0,1,long,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12522,"When someone else in the house used it, I noticed that the door warning on this food cooler breaks down when conditions change. the behavior persisted across several attempts. The damn thing keeps getting in the way.",negative,negative,0.9997796416282654,True,refrigerator,refrigerator,0.9920909404754639,True,advanced,1,0,0,0,long,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12523,The picture quality is what stood out after using it for work and at home; it is neither impressive nor bad. idk. Honestly 👎,neutral,neutral,0.9990367889404297,True,television,washing_machine,0.593999981880188,False,advanced,0,1,0,1,medium,0,1,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12524,"lowkey, after changing a few settings, i noticed that the network reception on this new phone is acceptable but unremarkable. i tried the same thing again later and got a similar result. i can live with it.",neutral,neutral,0.9996629953384399,True,smartphone,smartphone,0.9996134638786316,True,informal,0,0,0,1,long,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12525,The door latch is what stood out during a heavier-than-usual day; it fails in normal use. a second check gave me the same result. The wash drum tells a different story because it has not given me trouble.,negative,negative,0.9999814033508301,True,washing_machine,washing_machine,0.9988534450531006,True,standard,0,0,0,0,long,1,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12526,"i did not pay much attention to the earpiece at first, but after taking it on a trip it breaks down when conditions change.",negative,neutral,0.4389960467815399,False,smartphone,refrigerator,0.6195844411849976,False,limited,0,0,0,0,medium,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12527,"From a practical reliability standpoint, i did not pay much attention to the USB port at first, but when someone else in the houes used it it holds up better than expected. this was different from my first impression. for my use case, this is a keeper. Damn, I did not expect this part to be this solid.",positive,positive,0.9998992681503296,True,smartphone,smartphone,0.9995939135551453,True,technical,1,0,1,0,long,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12528,"From a practical reliability standpoint, i have been using this main fridge afetr using it for work and at home, and the thermostat keeps getting in the way. a second check gave me the same result.",negative,negative,0.9989142417907715,True,refrigerator,refrigerator,0.9914889335632324,True,technical,0,0,1,0,long,0,1,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12529,"not gonna lie, i did not pay much attention to the door latch at first, but atfer taking it on a trip it has become increasignly unreliable. i noticed the change only in the new situation. this needs to improve.",negative,negative,0.9999814033508301,True,washing_machine,refrigerator,0.9977012276649475,False,informal,0,0,1,1,long,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12530,"after coming back to it after a few days, i noticed that the gasket on this kitchen fridge has not given me trouble. i noticed the change only in the new situation.",positive,negative,0.9982820749282837,False,refrigerator,refrigerator,0.9961403012275696,True,informal,0,0,0,0,medium,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12531,"When someone else in the house used it, the touch panel feels dependable in daily use. the difference became clearer after a few more days.",positive,negative,0.8798882961273193,False,smartphone,refrigerator,0.47889018058776855,False,advanced,0,0,0,0,medium,0,1,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12532,"After a few weeks of mixed use, the compressor fan keeps getting in the way. someone else in the house noticed it too. 🤷",negative,negative,0.9999628067016602,True,refrigerator,refrigerator,0.9977026581764221,True,standard,0,1,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12533,"i have been useing this new phone after using it for work and at home, and the usb port has become increasingly unreliable. someone else in the house noticed it too.",negative,negative,0.9998663663864136,True,smartphone,smartphone,0.9996384382247925,True,informal,0,0,1,0,medium,0,1,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12534,"After changing a few settings, I noticed that the battery life on this new phone feels dependable in daily use. I noticed the change only in the new situation. I would buy it again. The damn thing surprised me in a good way.",positive,negative,0.9997312426567078,False,smartphone,smartphone,0.9996140599250793,True,advanced,1,0,0,0,long,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12535,"After coming back to it after a few days, the controller has been a disappointment. a second check gave me the same result. this is the part that makes me regret the purchase. Honestly 😬",negative,negative,0.9999359846115112,True,television,refrigerator,0.9940749406814575,False,advanced,0,1,0,0,long,0,1,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12536,"I did not pay much attention to the rinse program at first, but after taking it on a trip it has not changed my opinion much. I noticed the change only in the new situation. hTere is no major crap to complain about here. 🙂",neutral,neutral,0.9999018907546997,True,washing_machine,washing_machine,0.6131446957588196,True,advanced,1,1,1,0,long,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12537,The battery life is what stood out after changing a few settings; it holds up better than expected. I noticed the change only in the new situation. I have stopped worrying about this part of the product.,positive,positive,0.9998726844787598,True,smartphone,smartphone,0.9995747208595276,True,standard,0,0,0,0,long,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12538,"i did not pay much attention to the controller at first, but after using it for work and at home it breaks down when conditions change. this was different from my first impression. this needs to improve. i am tired of this crap.",negative,negative,0.9999537467956543,True,television,television,0.5581381320953369,True,informal,1,0,0,0,long,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12539,"the panel lighting is what stood out outside my normal routine; it still performs consistently. i expected some crap here, but it actually held up.",positive,positive,0.999830961227417,True,television,washing_machine,0.9995641112327576,False,limited,1,0,0,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12540,my main impression of this living room display comes from the video input: it holds up better than expected when someone else in the house used it. i tried the same thing again later and got a similar result. i would buy it again. not great tbh.,positive,positive,0.999756395816803,True,television,television,0.9996492862701416,True,informal,0,0,0,1,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12541,"lowkey, the vibration is what stood out after taking it on a trip; it works well even outside my usual routine. I repeated the check before writing this. I expected some crap here, but it has actually held up. 😬",positive,positive,0.9997997879981995,True,washing_machine,refrigerator,0.9927635788917542,False,advanced,1,1,0,1,long,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12542,"fr, i have been using this machine during a heavier-than-usual day, and the drainage motor is to trust. the difference became clearer after few more days. i would not rely on it.",negative,negative,0.9509945511817932,True,washing_machine,smartphone,0.3417997658252716,False,limited,0,0,0,1,medium,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12543,"not gonna lie, after taking it on a trip, the cooling motor has not changed my opinion much. i noticed the change only in the new situation. my opinion is still basically in the middle. 💀",neutral,neutral,0.9985920786857605,True,refrigerator,refrigerator,0.9983683228492737,True,informal,0,1,0,1,long,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12544,the wireless conection is what stood out after coming back to it after days; it does the job. 😂,neutral,neutral,0.884243905544281,True,television,refrigerator,0.7541741132736206,False,limited,0,1,1,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12545,"I have been using this video panel after changing a few settings, and the interface is neither impressive nor bad. someone else in the house noticed it too. The streaming menu tells a different story because it keeps getting in the way. There is no major crap to complain about here.",neutral,neutral,0.9999579191207886,True,television,washing_machine,0.9996248483657837,False,advanced,1,0,0,0,long,1,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,12546,"I did not pay much attention to the video input at first, but after taking it on a trip it does the job. a second check gave me the same result.",neutral,neutral,0.9668499827384949,True,television,television,0.9996052384376526,True,advanced,0,0,0,0,medium,0,0,attention,,,,
